order_id,product_id,quantity,selling_price,discount_pct,seller_id
118,41,1,41078.06,25,10
119,174,2,14497.28,15,1
119,94,2,3567.9,30,46
120,137,3,13965.88,30,44
121,21,1,47201.65,30,29
122,159,2,2760.14,25,37
123,108,2,1750.25,10,32
123,105,1,3395.18,40,12
124,1,1,46540.08,10,24
124,192,1,516.33,15,25
125,34,2,45032.37,20,24
126,56,3,52648.79,15,25
127,101,1,3540.23,10,16
128,3,1,10491.84,25,24
128,165,3,20794.9,15,6
129,160,3,2417.08,40,35
130,151,3,9234.07,10,3
131,190,3,1217.19,15,16
132,6,2,22166.4,30,39
133,197,2,981.0,30,30
134,60,3,52619.64,10,8
134,101,1,3059.18,25,3
135,12,2,29360.68,40,9
135,127,3,3508.94,40,19
136,162,1,12885.17,15,38
136,192,3,479.87,15,36
137,58,1,43592.59,5,33
137,162,1,12692.87,25,36
138,90,2,4954.25,15,41
138,73,2,3378.03,20,49
139,43,3,40669.73,5,39
140,158,1,15031.24,20,32
140,98,1,1340.68,20,1
141,108,2,1722.63,5,9
142,3,2,14162.96,10,19
142,194,2,1974.06,10,27
143,17,3,46404.38,5,24
143,96,3,2817.34,20,13
144,174,3,14682.44,20,47
145,25,2,21835.4,25,21
145,113,1,606.22,10,37
146,78,1,3531.53,15,5
146,79,3,1173.12,30,29
147,68,3,29360.55,5,47
147,175,3,2905.69,20,21
148,82,2,620.79,30,47
149,195,3,1605.75,25,42
150,112,2,3199.58,20,48
150,149,2,21239.85,5,14
151,50,3,13442.2,15,21
152,102,1,3327.67,20,36
152,13,1,38096.22,30,50
153,122,1,4499.7,10,47
153,2,1,44408.28,10,42
154,155,2,22446.45,10,24
155,37,3,41367.19,20,45
156,175,1,2057.6,40,9
157,75,1,2380.06,25,17
157,35,1,20977.35,40,21
158,118,3,3267.33,30,25
158,48,1,62326.83,10,17
159,58,3,36184.18,30,47
160,12,1,49057.97,5,9
161,65,1,22646.36,25,45
162,59,1,35971.87,15,49
163,55,2,35756.35,25,20
164,156,3,8669.23,40,1
165,22,2,61596.83,10,22
165,100,2,1425.78,25,4
166,52,1,50479.88,5,36
167,73,1,3970.45,10,16
167,199,2,1220.6,30,49
168,33,2,50752.96,10,32
169,20,3,39849.44,5,27
170,103,3,2134.51,40,20
170,114,1,4534.37,5,1
171,97,2,2004.78,10,3
172,35,2,18792.77,40,41
172,10,2,47387.22,15,41
173,34,2,34633.51,30,32
174,122,2,3977.03,20,49
174,117,1,4903.37,5,27
175,41,1,43322.1,20,1
175,49,3,16631.28,30,33
176,68,3,22063.53,25,27
176,115,2,667.11,30,18
177,27,1,24901.11,30,34
178,192,3,362.69,40,37
178,154,2,15279.78,30,5
179,9,3,37978.62,15,38
179,81,2,3633.91,40,1
180,37,2,44288.68,10,27
181,191,3,266.24,20,15
182,34,1,41610.89,25,7
183,170,2,6353.82,25,7
184,59,1,36917.74,5,17
184,47,2,45425.48,30,44
185,36,3,55455.48,30,13
186,128,1,2123.23,30,20
186,42,2,30914.32,30,22
187,17,3,45120.84,10,33
187,53,3,35558.03,30,29
188,15,3,24667.27,40,22
188,75,2,2682.47,20,5
189,188,3,643.77,25,13
190,103,2,2783.57,25,20
190,154,2,12669.25,40,35
191,132,3,5192.1,15,28
191,146,2,11621.26,30,50
192,1,2,36312.98,20,40
193,13,1,46090.07,10,35
194,22,2,59388.97,5,25
194,108,2,1341.75,30,21
195,176,2,13445.79,15,33
195,128,3,2625.37,15,43
196,193,2,581.2,15,49
196,26,2,25750.89,15,12
197,2,2,41676.19,15,4
198,136,2,3675.79,15,9
198,19,2,26502.76,15,27
199,40,2,40303.23,15,12
200,198,3,1881.76,15,33
201,37,1,38327.49,25,13
202,5,1,27319.48,40,33
202,121,3,1290.14,5,3
203,105,1,5249.28,15,13
204,40,3,43555.55,5,14
204,45,3,13452.68,5,3
205,8,2,25110.68,10,39
206,172,1,18372.31,20,38
206,164,3,17546.32,20,5
207,35,2,27135.38,25,18
207,69,1,44980.64,25,8
208,135,2,20050.83,5,1
208,119,2,1243.47,20,14
209,77,1,1031.92,20,33
209,164,1,15593.24,30,41
210,87,3,3404.61,5,38
211,169,1,10878.07,25,28
212,70,3,15480.97,40,10
212,12,1,36730.68,25,15
213,86,2,1309.0,40,34
214,120,2,1901.07,10,13
215,145,2,14493.77,20,48
216,137,2,15892.57,15,28
216,30,2,31559.98,20,43
217,176,3,13251.27,5,34
217,129,3,836.01,25,34
218,165,2,14823.73,40,34
218,71,3,2835.5,10,7
219,44,1,59798.31,15,28
220,184,2,370.09,20,40
220,124,3,1619.87,40,19
221,50,1,13732.93,10,45
221,152,3,8826.83,30,14
222,96,3,2450.44,40,6
223,120,3,1266.52,40,35
224,98,2,1259.59,20,24
225,108,1,1186.94,30,10
226,57,2,10691.06,25,42
227,39,1,34734.04,40,11
228,10,2,43948.03,15,46
229,15,3,31499.82,20,43
229,115,2,920.82,5,38
230,108,2,1310.71,25,32
230,135,3,15317.31,30,5
231,116,1,2670.13,5,48
232,150,2,14768.07,5,5
232,143,2,11801.94,25,38
233,43,3,35432.18,15,26
233,141,2,13189.52,25,33
234,40,3,42438.21,5,2
235,61,2,41781.06,10,38
236,162,3,9070.31,40,43
237,189,3,355.95,25,6
237,26,3,23367.11,25,10
238,168,1,3411.22,10,49
238,7,2,43374.02,20,42
239,184,3,429.89,5,49
239,13,3,38105.66,20,30
240,151,1,8048.26,25,36
241,58,3,29346.09,40,18
242,170,3,8410.01,5,20
242,63,2,49538.42,20,46
243,118,3,3264.64,25,33
243,187,1,766.28,30,15
244,4,2,15555.73,5,32
244,197,3,1327.23,10,11
245,83,2,3386.35,30,22
246,113,1,470.27,30,44
246,24,2,44344.17,30,34
247,133,3,16883.05,15,18
248,80,3,2764.32,5,24
249,80,2,2918.36,5,5
250,193,1,415.78,40,10
251,13,2,40721.63,20,13
251,30,3,26450.79,40,21
252,191,3,212.36,40,3
253,159,3,2966.72,10,29
253,60,2,41917.88,30,41
254,92,3,2185.73,20,28
254,122,2,2753.17,40,37
255,198,3,1954.12,15,28
256,17,1,40064.6,25,28
257,123,2,4640.6,10,14
257,31,3,33392.84,15,23
258,181,3,1539.4,30,11
258,38,2,53334.72,25,43
259,144,3,5058.19,5,50
259,35,1,27748.34,15,37
260,165,1,19470.16,15,11
260,24,3,45683.49,25,25
261,161,2,14909.03,25,48
261,111,1,888.39,10,25
262,75,2,2762.39,20,25
262,46,1,26877.2,30,47
263,140,3,11991.5,30,19
263,125,3,3334.6,25,18
264,109,2,2570.87,5,5
265,43,3,35889.87,20,5
266,166,1,14154.77,40,19
267,71,2,2976.68,5,43
267,181,2,1951.67,10,38
268,116,1,2640.82,10,19
268,152,1,10031.16,15,47
269,52,1,47485.11,20,50
270,192,3,454.61,25,2
270,99,1,4263.0,10,46
271,97,2,1438.91,30,29
271,97,2,2056.68,5,27
272,36,3,65169.1,10,21
273,45,1,9139.87,40,3
273,33,3,52642.76,10,9
274,158,3,16142.62,10,38
274,186,2,839.15,20,29
275,92,3,2085.96,20,40
275,116,1,1924.59,30,40
276,71,1,2922.23,5,26
276,158,1,11144.09,40,11
277,17,2,44821.51,15,30
277,112,1,3209.74,20,20
278,29,2,27982.97,40,36
279,98,1,945.37,40,14
280,189,2,332.98,30,42
280,86,3,1562.55,30,23
281,125,2,3464.59,15,44
282,77,1,707.02,40,39
283,1,3,42813.28,15,12
283,17,3,32248.84,40,47
284,200,3,1672.02,25,19
284,103,1,2540.65,25,31
285,147,2,9246.14,10,1
286,17,2,33694.1,30,17
287,96,2,2218.78,40,44
288,39,1,38197.32,30,23
289,135,2,18744.05,15,34
289,55,1,46810.58,5,5
290,4,2,13207.42,20,38
290,127,2,4460.77,25,42
291,14,3,20010.22,25,45
292,16,3,53505.63,20,7
293,22,1,57201.47,15,20
294,17,1,37042.23,25,17
295,44,1,68981.15,5,41
295,125,1,3981.66,5,36
296,158,2,16802.72,15,43
297,78,2,2707.27,40,9
297,14,3,15381.78,40,27
298,37,3,46925.13,10,28
299,96,1,3556.37,10,17
300,104,1,3811.26,5,3
301,129,2,892.78,30,28
302,179,3,4108.16,40,2
302,36,2,72671.73,5,11
303,40,2,41960.42,5,2
303,27,1,22219.55,30,21
304,5,2,38415.36,10,7
305,190,1,874.05,40,34
306,72,1,862.74,10,3
307,48,1,51891.82,20,43
308,168,1,2843.94,30,2
309,20,1,34228.82,15,8
310,58,1,32493.16,30,37
311,94,3,4908.28,5,12
312,41,3,48736.92,15,16
313,174,2,13679.77,15,19
313,48,2,40605.34,40,33
314,157,2,18149.11,10,29
314,68,3,28109.46,10,38
315,45,1,11313.53,25,48
315,92,2,2057.62,30,16
316,161,2,15203.83,25,16
316,164,2,16705.63,20,41
317,92,1,2476.31,10,26
318,104,2,4054.03,5,24
318,69,2,55964.14,15,32
319,164,1,17952.05,20,33
320,77,2,1079.02,15,7
320,57,2,11219.35,30,16
321,41,2,50117.01,15,19
321,196,2,942.89,30,26
322,87,3,2439.04,30,14
323,33,3,45105.31,25,49
323,142,3,6763.44,15,22
324,182,2,1258.76,25,49
325,77,2,1142.87,10,7
326,166,2,18511.11,30,45
326,161,1,17283.15,10,36
327,106,2,4450.15,20,36
327,64,3,7901.06,40,43
328,101,3,2830.61,25,47
329,152,1,7170.82,40,41
329,195,3,1855.61,5,35
330,58,3,36453.01,20,44
330,132,1,6037.92,5,42
331,63,2,56054.62,20,2
332,98,2,963.85,40,4
333,25,3,19152.49,40,18
334,142,1,7526.64,10,46
334,99,2,4850.58,5,47
335,32,2,21081.16,25,19
336,198,2,1445.51,30,29
336,72,3,539.92,40,10
337,100,2,1526.06,20,45
338,49,1,15341.46,30,39
339,3,2,13289.1,15,14
339,130,1,3804.07,5,43
340,165,3,17870.38,30,27
341,146,1,14237.13,20,30
341,173,2,12468.94,25,2
342,56,1,60744.44,5,22
343,100,1,1145.56,40,7
344,30,3,30504.13,25,26
345,188,1,820.24,5,38
345,50,1,12733.65,15,15
346,122,2,3661.73,30,43
347,176,3,13131.74,15,18
348,145,3,11891.89,30,35
349,19,2,30822.45,5,28
350,65,1,28875.16,5,35
351,149,3,16320.23,30,42
351,22,1,52371.05,15,50
352,10,3,43036.52,20,10
353,31,3,27723.23,30,26
353,19,3,25142.01,15,40
354,32,1,18091.94,30,50
355,78,2,4370.23,5,36
355,54,1,41464.37,5,21
356,145,1,13208.07,25,43
356,26,3,28372.76,5,14
357,124,3,1803.05,40,7
357,127,1,3829.82,40,8
358,150,2,9972.67,40,44
359,35,2,32734.37,5,20
360,134,3,14928.56,5,36
361,34,2,48124.88,15,35
362,35,3,23451.79,25,32
362,55,2,41720.58,15,28
363,98,2,1406.78,5,19
363,62,1,14588.57,30,36
364,78,1,3552.38,20,40
364,32,2,17825.44,30,37
365,31,2,36942.75,5,23
366,22,1,51704.39,20,22
367,170,2,5805.38,25,12
367,65,2,26115.89,15,23
368,194,2,2345.21,5,42
369,36,2,49770.04,30,41
370,182,3,1184.06,30,30
371,134,2,12467.32,25,34
371,73,3,3467.64,25,33
372,15,2,26764.35,30,2
373,111,2,788.78,20,29
373,54,2,41581.27,15,24
374,48,3,57953.74,20,29
375,100,1,1732.1,15,26
376,94,2,4911.43,5,2
376,122,3,3912.54,15,2
377,29,1,41918.17,20,15
377,131,2,10533.14,15,42
378,180,2,17169.82,5,33
379,1,2,35513.82,25,41
380,173,1,12088.84,25,18
381,2,2,34690.7,25,31
382,32,3,22887.52,10,23
383,142,1,7071.95,10,10
384,4,2,10210.22,40,35
384,40,1,32852.65,25,34
385,9,2,28684.38,30,1
385,193,2,383.3,40,36
386,59,1,39232.19,10,24
387,171,2,10945.01,40,2
387,114,1,3697.58,25,10
388,2,2,32099.86,30,28
389,126,1,2864.58,20,36
389,135,1,15333.55,25,16
390,19,2,25414.61,15,2
391,63,1,40802.53,40,20
391,195,3,2073.35,5,9
392,74,3,3106.61,20,31
392,74,3,3520.75,5,47
393,22,3,51203.89,25,42
394,6,1,27068.12,20,25
395,173,2,9783.43,40,15
396,171,1,12828.63,30,10
397,65,3,23959.67,25,16
397,4,2,14653.99,15,21
398,96,3,2223.79,40,38
398,6,2,21611.62,30,35
399,108,2,1729.38,5,39
400,92,3,2156.23,25,10
400,110,2,790.19,5,1
401,85,2,1112.82,20,27
401,194,2,2238.41,5,18
402,103,1,3361.2,5,21
403,108,3,1257.8,25,43
404,36,1,56436.54,25,23
405,50,3,11471.2,25,31
405,42,3,38315.41,15,41
406,78,2,4122.46,10,30
406,83,3,4115.02,10,1
407,191,2,278.97,15,10
408,197,2,905.17,30,3
409,79,3,1524.74,10,8
410,154,2,18366.49,15,7
410,118,3,3772.9,20,19
411,128,2,2259.97,15,37
412,95,1,918.5,40,29
413,57,1,13151.94,15,43
414,92,1,2536.2,15,12
414,164,1,19897.29,10,35
415,72,1,722.96,20,2
416,177,3,14367.28,10,40
417,125,1,2535.27,40,19
418,7,1,43490.03,25,20
419,31,3,31638.29,10,23
420,98,1,931.48,40,39
420,2,1,31586.86,40,26
421,193,1,544.25,10,3
421,151,3,7599.19,25,11
422,2,1,43025.24,5,12
422,172,1,19110.21,10,38
423,55,3,33334.51,25,24
424,22,1,42790.62,30,39
424,6,3,27989.64,15,12
425,26,1,24566.67,15,25
425,97,3,1574.62,30,46
426,17,3,36654.81,25,33
426,80,3,2151.85,25,1
427,59,2,37565.78,15,1
428,35,1,25048.57,20,48
429,120,1,1727.42,20,35
429,75,3,2905.09,10,29
430,4,1,10446.39,40,48
430,91,3,1586.49,5,13
431,172,2,17919.89,20,29
432,88,2,4733.85,20,4
432,166,2,21808.01,5,49
433,142,3,6788.02,20,6
434,105,1,4572.53,25,43
435,40,1,39646.65,5,9
436,123,3,4239.52,20,41
436,7,3,43350.48,30,25
437,53,1,42088.38,10,22
437,176,1,11134.63,25,32
438,19,2,25169.75,25,9
439,166,2,19460.76,20,33
439,22,2,52572.18,25,6
440,50,1,10062.95,30,2
440,63,2,62739.3,10,30
441,63,3,56008.8,10,45
442,112,3,2913.72,25,23
442,98,3,1188.88,20,25
443,27,3,19989.17,40,32
443,175,2,3142.82,5,32
444,54,1,41226.3,5,34
444,200,3,1474.58,40,18
445,91,3,1377.94,15,11
445,48,2,66621.75,10,28
446,17,2,40283.41,15,10
446,81,1,5764.34,10,23
447,94,2,3067.18,40,44
447,99,2,4616.97,15,40
448,131,3,10418.43,10,19
448,72,2,551.01,40,37
449,6,2,28182.85,15,20
450,106,1,4785.14,20,38
451,99,2,4802.31,10,35
451,173,2,10105.4,40,4
452,107,2,3594.59,10,46
452,190,3,1144.2,20,21
453,66,2,29477.18,5,44
454,148,2,2600.06,40,8
455,2,1,43427.57,15,12
455,127,3,4540.31,30,30
456,74,2,3264.48,20,23
457,96,3,2588.1,30,8
458,118,1,3167.4,25,2
459,24,2,37637.03,40,19
460,199,1,1121.36,30,16
461,178,3,6497.66,15,4
462,17,2,29897.87,40,46
462,187,1,883.96,20,29
463,172,3,21274.46,5,9
464,18,1,24409.96,40,9
465,185,3,966.57,15,44
466,100,3,1118.08,40,17
467,109,3,2827.08,5,29
468,177,3,11776.9,30,35
469,179,2,5515.59,15,14
470,156,2,11520.53,25,19
470,35,3,28924.38,20,2
471,146,1,14742.81,10,46
471,38,3,43638.07,40,17
472,145,2,11466.09,30,14
473,20,2,38483.44,5,7
474,89,3,4369.78,30,34
474,165,3,22861.45,10,4
475,74,3,3117.59,15,17
476,70,1,19009.98,20,16
477,20,1,39727.78,10,44
477,134,3,11815.51,25,41
478,123,2,3752.0,25,20
479,51,3,21377.5,5,3
480,133,2,17317.93,5,21
480,125,3,3800.53,5,29
481,40,3,31479.96,25,30
482,124,1,2662.12,5,45
483,133,2,15256.72,25,25
483,109,1,2377.87,20,8
484,113,3,535.08,25,23
484,52,1,50785.07,5,43
485,11,2,28355.96,15,47
485,138,2,3585.56,15,14
486,151,2,7437.7,30,23
487,140,1,16164.21,10,24
488,149,3,17982.79,25,42
489,73,2,3801.55,10,11
490,120,3,1672.35,25,50
491,18,2,37647.68,15,44
492,110,2,817.86,10,36
492,2,1,26992.73,40,50
493,53,2,28265.29,40,11
493,99,3,3566.39,30,28
494,66,1,17974.22,40,21
495,43,1,39383.7,15,21
496,110,1,617.16,25,7
496,120,1,1686.62,25,13
497,33,1,34768.44,40,47
497,58,3,41210.52,20,36
498,121,3,1486.89,5,30
498,31,3,30138.73,15,49
499,178,2,6071.59,20,47
500,1,3,35742.92,20,50
501,38,1,54718.76,30,5
502,37,2,41832.26,20,13
502,56,1,42987.87,30,44
503,178,2,7585.0,5,43
503,194,3,2404.36,5,40
504,28,2,52836.84,20,25
504,90,2,4568.7,20,50
505,76,3,3514.97,30,3
505,97,1,1248.4,40,34
506,5,3,40213.33,10,2
506,42,1,36813.15,20,19
507,51,2,15714.81,30,50
507,47,1,39833.03,40,9
508,63,3,58512.62,5,40
508,93,2,2658.09,10,45
509,13,1,29563.73,40,49
509,164,1,17466.06,15,38
510,191,1,256.78,20,45
511,108,1,1622.14,10,1
512,90,3,4202.37,30,36
512,67,2,17958.89,40,30
513,57,2,10638.92,30,21
514,92,1,2727.95,5,32
515,147,2,6264.52,40,26
515,65,1,24426.14,30,25
516,163,2,4580.12,10,25
516,40,1,33515.01,20,2
517,169,2,8991.05,40,27
518,80,3,1689.15,40,26
519,185,3,1051.02,5,32
520,9,3,40560.35,10,45
521,140,3,14479.47,15,26
522,5,1,32867.32,25,21
522,197,2,1189.43,10,22
523,30,3,38355.19,5,26
523,166,3,21126.39,10,45
524,108,1,1236.95,30,42
524,196,1,1154.97,5,13
525,185,3,655.21,40,3
526,17,2,35064.27,30,36
527,80,1,1918.97,30,35
528,86,2,1495.77,25,45
529,160,1,3935.0,10,44
530,68,1,25808.17,20,46
531,23,2,9704.3,25,16
531,165,3,23807.83,5,2
532,36,3,69180.71,5,44
533,195,2,1532.15,30,37
533,66,2,18561.82,40,50
534,184,1,316.4,40,15
534,23,2,12189.09,10,3
535,3,2,13378.12,10,40
536,159,2,3630.82,5,33
536,143,1,15035.74,10,38
537,156,2,10950.44,30,15
537,92,1,2795.55,5,42
538,125,2,4070.97,5,28
538,131,2,10371.64,10,32
539,105,2,4103.17,30,16
540,7,3,36190.37,40,6
540,164,2,21162.26,10,11
541,48,2,51902.82,25,28
542,146,3,11625.01,30,45
543,22,2,47177.75,25,26
543,165,3,19092.07,25,39
544,119,3,908.26,40,19
545,145,1,14128.74,15,35
545,160,2,3411.7,20,31
546,155,2,18128.27,25,32
546,49,2,17759.62,25,36
547,82,1,855.9,15,2
548,198,1,1386.84,40,29
549,85,3,1102.84,25,31
549,18,3,28340.35,40,9
550,102,1,3414.68,20,23
550,21,1,62557.35,15,42
551,11,3,29278.34,5,4
551,2,3,39416.67,15,46
552,134,3,14179.93,20,29
553,164,1,15724.99,30,30
553,5,1,41634.7,5,50
554,27,1,30575.84,5,47
555,165,2,23978.02,5,33
556,71,3,3155.01,5,11
556,103,3,3264.79,10,43
557,42,1,37859.23,10,15
558,163,1,4613.22,5,36
559,128,1,2394.94,10,41
560,45,3,13536.22,10,25
560,67,3,26316.04,10,45
561,189,2,338.02,30,41
561,84,3,3693.56,30,32
562,79,3,1589.24,15,26
562,105,2,3914.76,30,44
563,139,1,15653.89,15,32
563,65,1,21824.02,30,24
564,72,3,659.0,25,25
565,91,1,1010.18,40,33
565,69,1,48100.5,25,33
566,170,3,6704.07,20,23
567,107,1,3332.53,20,32
568,133,1,10706.31,40,21
568,170,2,6510.18,20,30
569,131,2,6740.76,40,39
570,198,3,1246.21,40,40
570,167,2,13917.13,30,17
571,153,2,7554.14,5,45
571,92,3,2513.95,15,2
572,93,1,2256.92,25,47
573,103,1,3517.83,5,30
573,14,1,14728.32,40,30
574,146,3,15632.14,10,3
575,37,2,29394.15,40,38
575,89,3,6186.9,5,43
576,144,1,4687.78,15,2
577,29,1,34989.28,30,23
577,179,1,5794.47,15,41
578,169,3,12889.65,10,12
579,59,1,33728.44,25,5
579,68,3,22770.73,30,50
580,58,2,29857.24,40,49
581,49,3,21708.6,5,6
581,29,1,37373.23,25,10
582,71,2,2494.98,20,11
583,39,2,49058.58,20,36
583,47,2,58401.21,5,43
584,127,3,4006.63,30,15
584,174,2,15721.88,5,23
585,162,2,10560.0,40,49
585,155,1,21524.72,15,41
586,21,3,63130.24,15,31
587,92,3,2159.68,20,21
587,179,2,5968.82,10,3
588,107,1,3433.9,15,30
589,25,1,19315.78,40,9
589,122,2,3084.23,40,24
590,195,2,2001.03,10,28
591,8,2,20213.78,25,33
591,168,2,2683.34,25,29
592,109,1,1646.54,40,37
593,62,1,18021.96,25,2
593,87,2,3395.96,5,5
594,86,3,1564.06,25,3
594,152,1,11266.12,10,35
595,113,3,648.83,10,15
595,195,2,1313.65,40,14
596,79,2,1746.88,5,33
597,167,1,14665.9,25,10
597,63,2,39218.73,40,26
598,142,3,7146.61,10,12
599,34,2,44717.79,20,31
599,97,1,2113.49,5,30
600,184,2,347.07,30,22
601,161,1,15757.34,25,17
601,182,3,1300.81,20,13
602,58,1,30162.98,40,6
602,41,3,53493.31,5,43
603,83,2,3352.48,25,2
604,173,3,9113.76,40,30
605,17,1,39582.94,25,29
605,29,1,47549.91,5,28
606,188,2,594.57,25,33
607,41,3,45524.91,20,7
608,83,1,3898.78,20,29
609,30,1,31074.27,25,50
609,132,2,4921.0,20,44
610,89,3,4320.81,30,39
610,21,1,55106.92,15,24
611,14,1,14057.93,40,1
611,166,3,23288.6,10,25
612,143,1,11946.56,30,40
612,80,2,2761.73,10,41
613,129,2,1172.8,5,26
613,61,1,32602.99,25,42
614,70,3,17564.35,30,27
615,77,1,897.71,30,41
615,38,2,71036.86,5,16
616,20,3,34409.2,20,16
617,19,2,26899.48,10,4
618,97,1,1983.08,10,4
618,39,1,38982.6,30,1
619,93,1,2056.2,25,16
620,176,1,10958.0,30,47
621,134,3,14060.35,20,8
621,57,1,10906.94,25,27
622,167,2,15650.43,30,45
623,154,2,16758.87,25,1
623,181,3,1647.33,20,20
624,12,1,46524.11,5,3
625,179,1,5886.9,20,46
625,3,1,12506.48,15,30
626,8,3,20237.66,25,42
626,83,1,4296.61,5,7
627,21,1,55537.98,25,49
627,193,3,433.67,30,6
628,93,2,2340.77,20,17
628,37,2,39677.09,20,40
629,154,2,20178.44,5,12
630,113,3,672.39,5,29
631,193,2,524.47,15,10
631,103,1,2225.0,40,7
632,199,3,1466.34,5,29
632,96,2,3463.67,5,24
633,140,2,11450.57,40,34
