order_id,order_date,customer_id,city,state,region,payment_mode,delivery_days,order_status
131,2023-05-17,78,Mumbai,Mumbai_State,West,UPI,4,Delivered
132,2023-07-20,295,Mumbai,Mumbai_State,West,UPI,2,Delivered
133,2023-09-09,245,Mumbai,Mumbai_State,West,UPI,3,Delivered
134,2023-02-05,277,Mumbai,Mumbai_State,West,UPI,2,Delivered
135,2023-12-19,419,Mumbai,Mumbai_State,West,UPI,3,Delivered
136,2023-10-02,479,Mumbai,Mumbai_State,West,UPI,3,Delivered
137,2023-06-05,206,Mumbai,Mumbai_State,West,COD,2,Delivered
138,2023-11-28,47,Mumbai,Mumbai_State,West,COD,3,Delivered
139,2023-06-24,42,Mumbai,Mumbai_State,West,UPI,3,Delivered
140,2023-05-29,332,Mumbai,Mumbai_State,West,UPI,2,Delivered
141,2023-01-21,496,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
142,2023-06-03,357,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
143,2023-11-19,353,Mumbai,Mumbai_State,West,UPI,3,Delivered
144,2023-11-20,225,Mumbai,Mumbai_State,West,COD,4,Delivered
145,2023-01-19,99,Mumbai,Mumbai_State,West,Debit Card,2,Delivered
146,2023-10-31,123,Mumbai,Mumbai_State,West,COD,3,Delivered
147,2023-10-04,330,Mumbai,Mumbai_State,West,UPI,3,Delivered
148,2023-08-19,495,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
149,2023-01-29,173,Mumbai,Mumbai_State,West,UPI,4,Delivered
150,2023-03-02,109,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
151,2023-08-23,482,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
152,2023-10-02,77,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
153,2023-02-06,19,Mumbai,Mumbai_State,West,UPI,4,Delivered
154,2023-12-01,10,Mumbai,Mumbai_State,West,Credit Card,3,Returned
155,2023-11-13,24,Mumbai,Mumbai_State,West,COD,2,Delivered
156,2023-03-08,8,Mumbai,Mumbai_State,West,COD,2,Delivered
157,2023-06-07,421,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
158,2023-03-29,428,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
159,2023-02-24,59,Mumbai,Mumbai_State,West,COD,3,Delivered
160,2023-11-12,113,Mumbai,Mumbai_State,West,UPI,2,Delivered
161,2023-08-07,173,Mumbai,Mumbai_State,West,Debit Card,4,Delivered
162,2023-06-16,62,Mumbai,Mumbai_State,West,Debit Card,4,Delivered
163,2023-03-12,165,Mumbai,Mumbai_State,West,COD,2,Delivered
164,2023-10-31,89,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
165,2023-05-21,73,Mumbai,Mumbai_State,West,UPI,3,Delivered
166,2023-07-09,284,Mumbai,Mumbai_State,West,Debit Card,2,Delivered
167,2023-10-25,21,Mumbai,Mumbai_State,West,COD,2,Delivered
168,2023-11-20,314,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
169,2023-01-09,451,Mumbai,Mumbai_State,West,COD,3,Delivered
170,2023-01-04,92,Mumbai,Mumbai_State,West,COD,2,Delivered
171,2023-10-31,455,Mumbai,Mumbai_State,West,COD,3,Delivered
172,2023-09-01,355,Mumbai,Mumbai_State,West,UPI,2,Delivered
173,2023-11-24,139,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
174,2023-05-03,481,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
175,2023-01-20,306,Mumbai,Mumbai_State,West,COD,2,Delivered
176,2023-11-10,487,Mumbai,Mumbai_State,West,COD,2,Delivered
177,2023-06-04,179,Mumbai,Mumbai_State,West,Debit Card,3,Delivered
178,2023-05-01,99,Mumbai,Mumbai_State,West,Credit Card,2,Cancelled
179,2023-02-18,317,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
180,2023-10-04,260,Mumbai,Mumbai_State,West,COD,2,Delivered
181,2023-11-17,338,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
182,2023-04-10,58,Mumbai,Mumbai_State,West,UPI,2,Delivered
183,2023-08-31,255,Mumbai,Mumbai_State,West,COD,2,Delivered
184,2023-01-23,28,Mumbai,Mumbai_State,West,UPI,4,Delivered
185,2023-04-18,223,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
186,2023-08-21,23,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
187,2023-10-03,91,Mumbai,Mumbai_State,West,UPI,2,Delivered
188,2023-09-06,264,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
189,2023-05-01,370,Mumbai,Mumbai_State,West,UPI,3,Delivered
190,2023-06-16,215,Mumbai,Mumbai_State,West,UPI,2,Delivered
191,2023-06-16,118,Mumbai,Mumbai_State,West,UPI,2,Delivered
192,2023-02-20,122,Mumbai,Mumbai_State,West,COD,4,Delivered
193,2023-04-13,193,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
194,2023-10-27,249,Mumbai,Mumbai_State,West,UPI,2,Delivered
195,2023-03-16,111,Mumbai,Mumbai_State,West,COD,4,Delivered
196,2023-07-18,192,Mumbai,Mumbai_State,West,UPI,2,Delivered
197,2023-04-10,324,Mumbai,Mumbai_State,West,Credit Card,3,Cancelled
198,2023-04-14,172,Mumbai,Mumbai_State,West,UPI,2,Delivered
199,2023-10-19,31,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
200,2023-08-27,235,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
201,2023-06-25,113,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
202,2023-11-23,488,Mumbai,Mumbai_State,West,UPI,4,Returned
203,2023-10-23,497,Mumbai,Mumbai_State,West,Debit Card,4,Delivered
204,2023-02-14,211,Mumbai,Mumbai_State,West,COD,4,Delivered
205,2023-04-21,303,Mumbai,Mumbai_State,West,UPI,3,Delivered
206,2023-05-23,8,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
207,2023-05-07,127,Mumbai,Mumbai_State,West,COD,3,Delivered
208,2023-04-24,457,Mumbai,Mumbai_State,West,UPI,4,Returned
209,2023-10-21,460,Mumbai,Mumbai_State,West,UPI,2,Delivered
210,2023-01-23,21,Mumbai,Mumbai_State,West,UPI,3,Delivered
211,2023-09-16,18,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
212,2023-09-03,415,Mumbai,Mumbai_State,West,UPI,4,Delivered
213,2023-08-20,254,Mumbai,Mumbai_State,West,COD,2,Delivered
214,2023-01-07,355,Mumbai,Mumbai_State,West,UPI,4,Delivered
215,2023-04-22,68,Mumbai,Mumbai_State,West,COD,3,Delivered
216,2023-11-28,47,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
217,2023-06-06,83,Mumbai,Mumbai_State,West,UPI,4,Delivered
218,2023-10-20,383,Mumbai,Mumbai_State,West,UPI,4,Delivered
219,2023-08-21,238,Mumbai,Mumbai_State,West,COD,2,Delivered
220,2023-07-27,95,Mumbai,Mumbai_State,West,UPI,3,Delivered
221,2023-12-27,325,Mumbai,Mumbai_State,West,UPI,2,Delivered
222,2023-02-06,198,Mumbai,Mumbai_State,West,Debit Card,4,Delivered
223,2023-01-17,152,Mumbai,Mumbai_State,West,COD,3,Delivered
224,2023-12-24,485,Mumbai,Mumbai_State,West,UPI,4,Delivered
225,2023-04-17,404,Mumbai,Mumbai_State,West,COD,4,Delivered
226,2023-06-21,377,Mumbai,Mumbai_State,West,UPI,2,Delivered
227,2023-12-12,187,Mumbai,Mumbai_State,West,COD,2,Delivered
228,2023-07-07,239,Mumbai,Mumbai_State,West,COD,4,Delivered
229,2023-07-07,90,Mumbai,Mumbai_State,West,UPI,4,Delivered
230,2023-02-04,288,Mumbai,Mumbai_State,West,Debit Card,4,Delivered
231,2023-03-12,172,Mumbai,Mumbai_State,West,UPI,2,Delivered
232,2023-11-29,245,Mumbai,Mumbai_State,West,Credit Card,4,Returned
233,2023-10-25,447,Mumbai,Mumbai_State,West,UPI,4,Delivered
234,2023-04-26,165,Mumbai,Mumbai_State,West,COD,3,Delivered
235,2023-09-15,349,Mumbai,Mumbai_State,West,COD,3,Delivered
236,2023-02-02,191,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
237,2023-09-14,270,Mumbai,Mumbai_State,West,COD,2,Delivered
238,2023-09-30,348,Mumbai,Mumbai_State,West,UPI,4,Delivered
239,2023-08-20,318,Mumbai,Mumbai_State,West,UPI,3,Delivered
240,2023-12-21,415,Mumbai,Mumbai_State,West,COD,2,Delivered
241,2023-08-23,45,Mumbai,Mumbai_State,West,COD,2,Delivered
242,2023-04-02,148,Mumbai,Mumbai_State,West,UPI,2,Delivered
243,2023-05-22,58,Mumbai,Mumbai_State,West,UPI,4,Delivered
244,2023-03-19,448,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
245,2023-11-18,12,Mumbai,Mumbai_State,West,UPI,3,Delivered
246,2023-12-16,278,Mumbai,Mumbai_State,West,UPI,2,Delivered
247,2023-08-04,228,Mumbai,Mumbai_State,West,UPI,4,Delivered
248,2023-05-30,97,Mumbai,Mumbai_State,West,UPI,2,Delivered
249,2023-04-29,428,Mumbai,Mumbai_State,West,UPI,4,Delivered
250,2023-07-30,297,Mumbai,Mumbai_State,West,UPI,3,Delivered
251,2023-06-17,249,Mumbai,Mumbai_State,West,UPI,4,Delivered
252,2023-09-29,432,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
253,2023-06-05,291,Mumbai,Mumbai_State,West,COD,2,Delivered
254,2023-06-06,88,Mumbai,Mumbai_State,West,COD,3,Delivered
255,2023-07-10,498,Mumbai,Mumbai_State,West,UPI,3,Delivered
256,2023-01-25,76,Mumbai,Mumbai_State,West,UPI,3,Delivered
257,2023-03-27,317,Mumbai,Mumbai_State,West,UPI,2,Delivered
258,2023-05-27,94,Mumbai,Mumbai_State,West,UPI,2,Delivered
259,2023-12-21,464,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
260,2023-03-24,122,Mumbai,Mumbai_State,West,UPI,2,Delivered
261,2023-06-12,295,Mumbai,Mumbai_State,West,Debit Card,2,Delivered
262,2023-07-09,95,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
263,2023-01-18,341,Mumbai,Mumbai_State,West,UPI,3,Cancelled
264,2023-03-17,191,Mumbai,Mumbai_State,West,Debit Card,3,Delivered
265,2023-03-25,274,Mumbai,Mumbai_State,West,COD,3,Delivered
266,2023-01-13,208,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
267,2023-08-23,476,Mumbai,Mumbai_State,West,UPI,3,Delivered
268,2023-10-07,500,Mumbai,Mumbai_State,West,COD,4,Delivered
269,2023-12-28,152,Mumbai,Mumbai_State,West,UPI,3,Delivered
270,2023-10-21,342,Mumbai,Mumbai_State,West,UPI,2,Delivered
271,2023-08-15,174,Mumbai,Mumbai_State,West,COD,4,Delivered
272,2023-09-03,461,Mumbai,Mumbai_State,West,COD,2,Delivered
273,2023-10-10,60,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
274,2023-11-13,431,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
275,2023-02-17,168,Mumbai,Mumbai_State,West,COD,2,Delivered
276,2023-04-10,299,Mumbai,Mumbai_State,West,COD,4,Delivered
277,2023-05-23,101,Mumbai,Mumbai_State,West,UPI,2,Delivered
278,2023-08-17,347,Mumbai,Mumbai_State,West,Credit Card,4,Returned
279,2023-09-20,202,Mumbai,Mumbai_State,West,UPI,2,Delivered
280,2023-11-05,310,Mumbai,Mumbai_State,West,Credit Card,4,Returned
281,2023-12-08,185,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
282,2023-08-07,190,Mumbai,Mumbai_State,West,UPI,3,Delivered
283,2023-05-26,177,Mumbai,Mumbai_State,West,UPI,3,Delivered
284,2023-08-17,448,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
285,2023-08-16,380,Mumbai,Mumbai_State,West,UPI,3,Delivered
286,2023-05-28,84,Mumbai,Mumbai_State,West,COD,4,Cancelled
287,2023-08-06,374,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
288,2023-10-28,307,Mumbai,Mumbai_State,West,Debit Card,2,Delivered
289,2023-06-05,244,Mumbai,Mumbai_State,West,Credit Card,4,Cancelled
290,2023-02-03,478,Mumbai,Mumbai_State,West,UPI,4,Delivered
291,2023-02-15,4,Mumbai,Mumbai_State,West,COD,3,Delivered
292,2023-05-20,213,Mumbai,Mumbai_State,West,COD,2,Delivered
293,2023-12-30,291,Mumbai,Mumbai_State,West,UPI,2,Delivered
294,2023-07-15,149,Mumbai,Mumbai_State,West,COD,4,Delivered
295,2023-06-04,428,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
296,2023-10-14,379,Mumbai,Mumbai_State,West,COD,3,Delivered
297,2023-01-02,79,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
298,2023-11-24,428,Mumbai,Mumbai_State,West,UPI,4,Delivered
299,2023-12-01,341,Mumbai,Mumbai_State,West,COD,3,Delivered
300,2023-09-09,465,Mumbai,Mumbai_State,West,UPI,4,Delivered
301,2023-01-15,62,Mumbai,Mumbai_State,West,UPI,3,Delivered
302,2023-02-04,307,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
303,2023-09-04,290,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
304,2023-11-18,352,Mumbai,Mumbai_State,West,Credit Card,3,Cancelled
305,2023-03-03,192,Mumbai,Mumbai_State,West,COD,4,Delivered
306,2023-01-09,433,Mumbai,Mumbai_State,West,UPI,3,Delivered
307,2023-01-30,75,Mumbai,Mumbai_State,West,Debit Card,3,Delivered
308,2023-12-21,70,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
309,2023-05-20,185,Mumbai,Mumbai_State,West,UPI,3,Delivered
310,2023-07-02,25,Mumbai,Mumbai_State,West,UPI,3,Delivered
311,2023-11-24,480,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
312,2023-11-18,94,Mumbai,Mumbai_State,West,COD,2,Delivered
313,2023-03-27,279,Mumbai,Mumbai_State,West,UPI,3,Delivered
314,2023-12-17,410,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
315,2023-12-24,353,Mumbai,Mumbai_State,West,UPI,3,Delivered
316,2023-10-24,181,Mumbai,Mumbai_State,West,COD,2,Delivered
317,2023-09-23,145,Mumbai,Mumbai_State,West,COD,3,Delivered
318,2023-07-30,175,Mumbai,Mumbai_State,West,UPI,2,Delivered
319,2023-03-21,258,Mumbai,Mumbai_State,West,UPI,2,Delivered
320,2023-10-14,315,Mumbai,Mumbai_State,West,COD,4,Delivered
321,2023-09-27,434,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
322,2023-12-26,388,Mumbai,Mumbai_State,West,COD,2,Delivered
323,2023-02-09,60,Mumbai,Mumbai_State,West,UPI,2,Returned
324,2023-09-03,179,Mumbai,Mumbai_State,West,COD,3,Delivered
325,2023-03-13,419,Mumbai,Mumbai_State,West,UPI,3,Delivered
326,2023-11-02,268,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
327,2023-06-05,15,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
328,2023-04-24,66,Mumbai,Mumbai_State,West,UPI,4,Delivered
329,2023-04-27,158,Mumbai,Mumbai_State,West,UPI,2,Delivered
330,2023-02-10,218,Mumbai,Mumbai_State,West,UPI,4,Delivered
331,2023-02-27,40,Mumbai,Mumbai_State,West,COD,2,Delivered
332,2023-08-09,22,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
333,2023-12-04,263,Mumbai,Mumbai_State,West,Credit Card,4,Delivered
334,2023-03-02,466,Mumbai,Mumbai_State,West,UPI,3,Delivered
335,2023-06-04,342,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
336,2023-03-05,472,Mumbai,Mumbai_State,West,COD,4,Delivered
337,2023-04-13,95,Mumbai,Mumbai_State,West,Debit Card,4,Delivered
338,2023-02-16,75,Mumbai,Mumbai_State,West,COD,4,Returned
339,2023-10-24,179,Mumbai,Mumbai_State,West,UPI,3,Delivered
340,2023-09-14,400,Mumbai,Mumbai_State,West,UPI,4,Delivered
341,2023-09-16,292,Mumbai,Mumbai_State,West,COD,2,Delivered
342,2023-10-24,391,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
343,2023-04-09,494,Mumbai,Mumbai_State,West,UPI,3,Delivered
344,2023-10-03,3,Mumbai,Mumbai_State,West,COD,4,Delivered
345,2023-04-20,472,Mumbai,Mumbai_State,West,COD,4,Delivered
346,2023-09-01,188,Mumbai,Mumbai_State,West,COD,4,Delivered
347,2023-08-14,345,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
348,2023-07-01,195,Mumbai,Mumbai_State,West,UPI,3,Delivered
349,2023-04-27,209,Mumbai,Mumbai_State,West,COD,2,Delivered
350,2023-06-10,64,Mumbai,Mumbai_State,West,UPI,3,Delivered
351,2023-03-11,254,Mumbai,Mumbai_State,West,COD,3,Delivered
352,2023-10-13,370,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
353,2023-09-10,60,Mumbai,Mumbai_State,West,Credit Card,3,Delivered
354,2023-11-04,377,Mumbai,Mumbai_State,West,Debit Card,3,Delivered
355,2023-08-16,116,Mumbai,Mumbai_State,West,UPI,4,Delivered
356,2023-08-08,97,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
357,2023-09-01,481,Mumbai,Mumbai_State,West,Debit Card,4,Delivered
358,2023-01-07,346,Mumbai,Mumbai_State,West,Debit Card,3,Delivered
359,2023-07-22,225,Mumbai,Mumbai_State,West,UPI,4,Delivered
360,2023-02-13,62,Mumbai,Mumbai_State,West,COD,2,Delivered
361,2023-12-22,303,Mumbai,Mumbai_State,West,Credit Card,2,Delivered
362,2023-03-28,34,Mumbai,Mumbai_State,West,COD,3,Cancelled
363,2023-06-23,103,Mumbai,Mumbai_State,West,UPI,4,Delivered
